Comment,Toxic,Urdu,predicted_label
"Srinivas Reddy ke mutabiq Eisa Mohammad shadeed zakhmi hokar gir pada, muqami logon ki ittila par Mangalhat Police maqam waardaat pahonch krase Osmania General Hospital muntaqil kiya jahan woh itwaar ke din ilaaj ke douran zakhamo se jaanbar nah ho saka",0.0, سرینیواس ریڈی کے مطابق ایسا محمد شدید زخمی ہوکر گر پڑا ، مقامی لوگوں کی اطلاع پر منگلاحٹ پولیس مقام واردات پہنچ کراسے عثمانیہ جنرل اسپتال منتقل کیا جہاں وہ اتوار کے دن علاج کے دوران زخموں سے جانبر نہ ہو سکا ,0
double standards imran shb ap bhi drama apki party bhi elites or lootu sy bhry hui or sry hi hy elites chy ju bhi hu nawaz zardari sb hi international or national establishments or powers lty hy jsy chy power my ju bhi hu or is mulk my bhi adhy sy zada elites hy,1.0, ڈبل اسٹینڈرڈز عمران صاحب آپ بھی ڈرامہ آپکی پارٹی بھی ایلیٹس اور لوٹوں سے بھری ہوئی اور سارے ہی ہیں ایلیٹس چاہے جو بھی ہو نواز زرداری سب ہی انٹرنیشنل اور نیشنل اسٹیبلشمنٹس اور پاورز لیتے ہیں جسے چاہیں پاور میں جو بھی ہو اور اس ملک میں بھی آدھے سے زدہ ایلیٹس ہیں ,1
Pure mathar chod hai laude byusdi Vali,1.0, پوری مادر چود ہے لوڑی بھوسڑی والی ,1
Isi liye kaha jata hai ke Hashim ne Squash ke kai strokes ijad keay yeh strokes sirf wahi khail sakte they,0.0, اسی لیے کہا جاتا ہے کہ ہاشم نے اسکواش کے کئی اسٹروکس ایجاد کیے یہ اسٹروکس صرف وہی کھیل سکتے تھے ,1
"

Wazeh rahay Shiv Sena se Arvind sawant ko markazi kabeena mein jagah di gayi hai aur inhen bhaari sanat ki wizarat di gayi hai",0.0, واضح رہے شیو سینا سے اروند ساونت کو مرکزی کابینہ میں جگہ دی گئی ہے اور انہیں بھاری صنعت کی وزارت دی گئی ہے ,1
khaleeq,0.0, خلیق ,0
Inho ne Sindh ke musalmano ki taleemi aur iqtesadi taraqqi aur siyasi beydari mein numayan hissa liya,0.0, انہوں نے سندھ کے مسلمانوں کی تعلیمی اور اقتصادی ترقی اور سیاسی بیداری میں نمایاں حصہ لیا ,0
Nida ki tou phat gye lmao,1.0, ندا کی تو پھٹ گئی لماؤ ,1
Hanif Sahil akal k andhy eslahi byan he molana ny achi bat khi he kuch lok dawat dety huy dusro ko haker samajty he is ley molana ny islah k twr py kha. He kuy tableg ki mukhalfat ya gebat. Nai ki akal sy kam lo ulmaye haq k bary esi baty nai kehty,1.0, حنیف ساحل عقل کے اندھے اصلاحی بیان ہے مولانا نے اچھی بات کہی ہے کچھ لوک دعوت دیتے ہوئے دوسروں کو حقیر سمجھتے ہیں اس لے مولانا نے اصلاح کے طور پہ کہا . ہے کوی تبلیغ کی مخالفت یا غیبت . نہیں کی عقل سے کام لو علماءِ حق کے بارے ایسی باتیں نہیں کہتے ,1
Tahum koshishon ke bad producer John G Avid Son ne is film ke liye sarmayakari par aamadgi zahir kar di aur director Robert Karloff ne is ki direction dene ki haami bhar li,0.0, تاہم کوششوں کے بعد پروڈیوسر جون جی ایوڈ سن نے اس فلم کے لیے سرمایہ کاری پر آمدَگی ظاہر کر دی اور ڈائریکٹر روبرٹ کارلوف نے اس کی ڈائیریکشن دینے کی حامی بھر لی ,0
Faadu...as always,1.0, فاڑو . . . ایز آلویز ,1
Hhhaha beth jae bth jaae dsro ko b shukrya krne ka moqa dein,0.0, ہاہاہا بیٹھ جائے بیٹھ جائے دسروں کو بھی شکریہ کرنے کا موقع دیں ,1
Lulu group International ko Hindustan ke bahar Hindustanion ko sab se ziyada mulaazimaten faraham karne ka bhi aizaz haasil hai,0.0, لولو گروپ انٹرنیشنل کو ہندوستان کے باہر ہندوستانیوں کو سب سے زیادہ ملازمتیں فراہم کرنے کا بھی اعزاز حاصل ہے ,1
unhon ney kaha ke riyasat mein duniya mein mojood behtar tareeqa car ko ikhtiyar kya jaye,0.0, انہوں نے کہا کہ ریاست میں دنیا میں موجود بہتر طریقہ کار کو اختیار کیا جائے ,0
40 laakh maliyat ke 20 tolay ke sonay ke zevarat hain,0.0, 40 لاکھ مالیت کے 20 تولے کے سونے کے زیورات ہیں ,1
Unhon ney 2009 mein Armoor halqa Assembly se muqaabla kiya tha taham woh shikast se dochar hogaye thay,0.0, انہوں نے 2009ء میں آرمور حلقہ اسمبلی سے مقابلہ کیا تھا تاہم وہ شکست سے دوچار ہوگئے تھے ,1
jazakallah bilkul thik I am from bangladesh yaha tablig ke naam par ulamao or tolaba ko mara ja raha hai or oh dawa karte hai keh oh nizamuddin ke itayat me hai.or itaat wale dawa karte hai keh india mei saad wale or shura wale sare mil kar ijtema kerte hai,0.0, جزاک اللہ بالکل ٹھیک آئی ایم فرام بنگلہ دیش یہاں تبلیغ کے نام پر علماء اور طلباء کو مارا جا رہا ہے اور اوہ دعا کرتے ہیں کہ اوہ نظام الدین کی اطاعت میں ہیں . اور اطاعت والے دوا کرتے ہیں کہ انڈیا میں سعد والے اور شوریٰ والے سارے مل کر اجتماع کرتے ہیں ,1
incha allah koyibe dr zkr saab ko chup nahin karasakta.,0.0, ان شاء اللہ کوئی بھی ڈاکٹر ذاکر صاحب کو چپ نہیں کراسکتا . ,1
haliya surway mein 100 se zayed nashiston ke husool ki paish qiyaasi ki jane ka id-daaHyderabad,0.0, حالیہ سروے میں 100 سے زائد نشستوں کے حصول کی پیش قیاسی کی جانے کا ید-دااحیدیراباد ,1
bhai vo cringe gaana maat lagayea kar plz,0.0, بھائی وہ کرینجی گانا مت لگایا کر پلیز ,1
Pathar ke taboot se mutadid fun paaray bhi bar aamad hue jin mein kafan dafan ke tareeqay wazay kiye gaye they. Aasaar-e-Qadima ke mahireen ke bamuwajib maqbarah taqreeban 2 hazaar saal qadeem hai,0.0, پتھر کے تابوت سے متعدد فن پارے بھی بار آمد ہوئے جن میں کفن دفن کے طریقے واضع کیے گئے تھے . آثار قدیمہ کے ماہرین کے بامواجب مقبرہ تقریبا 2 ہزار سال قدیم ہے ,1
Bhai or or or wala video pura dikhana tha kuch or bolta,0.0, بھائی اور اور اور والا ویڈیو پورا دکھانا تھا کچھ اور بولتا ,1
Queen Elizabeth got no chill...Wifi ka password and ghar kiraye pe de dete was too hilarious,0.0, کوئین الیزابیتھ گوٹ نو چل . . . وائی فائی کا پاسورڈ اینڈ گھر کرائے پہ دے دیتے واز ٹو ہلیریس ,1
In ki audience bhi alag hai,0.0, ان کی اوڈینس بھی الگ ہے ,1
"Barish aur Muhabat dono he bohat yaadgaar hote hain,Faraq sirf itna hai ke,Barish main jism bheeg jata hai,Aur Muhabat main Aankhain",0.0, بارش اور محبت دونوں ہے بہت یادگار ہوتے ہیں ، فرق صرف اتنا ہے کہ ، بارش میں جسم بھیگ جاتا ہے ، اور محبت میں آنکھیں ,1
Advocate ney apni darkhwast mein bayan kiya tha ke paishgi intekhabaat se awaami khazana par bhaari maali bojh aayed hoga aur TRS ney riyasat mein qabl az waqt intekhabaat ke liye koi mouzoon wajah nahi batay hai,0.0, ایڈووکیٹ نے اپنی درخواست میں بیان کیا تھا کہ پیشگی انتخابات سے عوامی خزانہ پر بھاری مالی بوجھ عائد ہوگا اور ٹی آر ایس نے ریاست میں قبل از وقت انتخابات کے لیے کوئی موزوں وجہ نہیں بتائی ہے ,1
Khan Afrydy bhai woh konsa aashiq hai Jo khud to deen phela nhi rha aur iske bawajood Jo phela rahe hein un ko bhi khokla aashiq bta rha ho.,0.0, خان آفریدی بھائی وہ کونسا عاشق ہے جو خود تو دین پھیلا نہیں رہا اور اس کے باوجود جو پھیلا رہے ہیں ان کو بھی کھوکلا عاشق بتا رہا ہو . ,1
har bar na kaha ker k tujhey chhor dein ge hamna ham itney aam hain na terey bas ki baat hai,0.0, ہر بار نا کہا کر کے تجھے چھوڑ دیں گے ہمنا ہم اتنے عام ہیں نا تیرے بس کی بات ہے ,1
Un ki wafat se kuch arsa qalb Shazia Manzoor ne un ka gana chan mere makhna dob arah gaya jo behad maqbol sabit howa,0.0, ان کی وفات سے کچھ عرصہ قبل شازیہ منظور نے ان کا گانا چن میرے مکھنا ڈوب رہ گیا جو بے حد مقبول ثابت ہوا ,1
unhon ne kaha ke hum bijli sarbarahi ko bahaal karne koshan hain,0.0, انہوں نے کہا کہ ہم بجلی سربراہی کو بحال کرنے کوشاں ہیں ,0
Iss liye in ko Miandad ka sath le kar kamiyabi hasil huwe,0.0, اس لیے ان کو میانداد کا ساتھ لے کر کامیابی حاصل ہوئے ,1
Kutte mother chod Musharraf,1.0, کتے مدر چود مشرف ,0
kuch karne ki chaah jab dil mein ho to phir Umar mainey nahi rakhti iska saboot phir ek martaba mila hai aur angrezi seekhnay ke khwahish mand aisay hi logon ki Mushkilain kam karne ke liye Joshpur collector Sher Sagar nillesh ney district library mein spoken english ka muft  course shuru karwaya hai,0.0, کچھ کرنے کی چاہ جب دل میں ہو تو پھر عمر میں نے نہیں رکھتی اس کا ثبوت پھر ایک مرتبہ ملا ہے اور انگریزی سیکھنے کے خواہش مند ایسے ہی لوگوں کی مشکلیں کم کرنے کے لیے جوشپور کلیکٹر شیر ساگر نلیش نے ڈسٹرک لائبریری میں اسپوکن انگلش کا مفت کورس شروع کروایا ہے ,1
Pakistan bhadwe pe hi video banengi.,1.0, پاکستان بھڑوے پہ ہی ویڈیو بنیںگی . ,1
"dard ke phool bhi khilte hain bikhar jaate hain -2
zaKhm kaise bhi hoN kuchh roz mein bhar jaate hain
dard ke phool bhi khilte hain bikhar jaate hain",0.0, درد کے پھول بھی کھلتے ہیں بکھر جاتے ہیں زخم کیسے بھی ہوں کچھ روز میں بھر جاتے ہیں درد کے پھول بھی کھلتے ہیں بکھر جاتے ہیں ,1
 ab jab ke Modi  ney twitter account   se Chowkidar  lafz hata liya hai to batadreej deegar logon ke darmiyan  bhi yeh silsila shuru ho gaya hai,0.0, اب جب کہ مودی نے ٹویٹر اکاؤنٹ سے چوکیدار لفظ ہٹا لیا ہے تو بتدریج دیگر لوگوں کے درمیان بھی یہ سلسلہ شروع ہو گیا ہے ,1
Hozaifa Malik. rivayat byaan krney se koi momin nahi ban jata. Mushrekeen Makka bhi Hazur.S. ko Sadiq oar Amin kehtay thay. oar ye baat onki Azeem sachai thi.,0.0, حذیفہ ملک . روایت بیان کرنے سے کوئی مومن نہیں بن جاتا . مشرکین مکہ بھی حضور . ایس . کو صادق اور امین کہتے تھے . اور یہ بات انکی عظیم سچائی تھی . ,1
"Hamid Ansari nami Software Engineer ghair qanooni tareeqa se Pakistan mein November 2012 mein daakhil huwa tha, is ne do din Khyber Pakhtunkhwa mein apne aik dost ke paas rehayish ikhtiyar ki thi jis ke baad woh aik hotel muntaqil ho gaya",0.0, حامد انصاری نامی سافٹ ویئر انجینیر غیر قانونی طریقے سے پاکستان میں نومبر 2012 میں داخل ہوا تھا ، اس نے دو دن خیبر پختوانخوا میں اپنے ایک دوست کے پاس رہائش اختیار کی تھی جس کے بعد وہ ایک ہوٹل منتقل ہو گیا ,1
Sabiq deputy speaker Shehla rzane apne twitter accounts par aik aur post jari kya hai jis mein un ka kehna hai ke un ke naam se samaji raabtey ki Website Facebook par teen jaali accounts banaye gaye hain jis ki woh kayi martaba shikayat bhi darj kara chuki hain .,0.0, سابق ڈپٹی اسپیکر شہلا رضانے اپنے ٹویٹر اکاؤنٹس پر ایک اور پوسٹ جاری کیا ہے جس میں ان کا کہنا ہے کہ ان کے نام سے سماجی رابطے کی ویب سائٹ فیس بک پر تین جعلی اکاؤنٹس بنائے گئے ہیں جس کی وہ کئی مرتبہ شکایت بھی درج کرا چکی ہیں . ,1
"--MALE--
Rab di kasam, rab di kasam
Jitne hai aashiq, sab di kasam",0.0, --میل-- رب دی قسم ، رب دی قسم جتنے ہے عاشق ، سب دی قسم ,1
Saudi sarkari khabar rasan agency spa ke mutabiq aik Saudi mugs baan Ali ban abdulah alamri ne bataya ke Festival mein berry aur peelu sameit darjan bhar se ziyada aqsam ke shehad rakhay gaye hain,0.0, سعودی سرکاری خبر رساں ایجنسی سپا کے مطابق ایک سعودی مگز بان علی بن عبداللہ العمری نے بتایا کہ فیسٹیول میں بیری اور پیلو سمیت درجن بھر سے زیادہ اقسام کے شہد رکھے گئے ہیں ,1
arbab SOHAIL sir ilfaz sambal k gali ma bi dy sakta hu ma phly Muslim hu phir sunni hu Alhumdulilah Hm ny tu kbi Sajda nhi kye darbaro py ya sb darma bna ha k asa hota ha wasa hota ha dobra galt bt na krna,0.0, ارباب سہیل سر الفاظ سنبھال کے گالی میں بھی دے سکتا ہو میں پہلے مسلم ہو پھر سنی ہو الحمدلله ہم نے تو کبھی سجدہ نہیں کیے درباروں پے یا سب دڑامہ بنا ہا کے ایسا ہوتا ہا ویسا ہوتا ہا دوبرا غلط بات نا کرنا ,1
"Hanumanth rao ne kaha ke riyasat mein congress saddar Rahul Gandhi ke jalsa kamyaab honge, kyunkay party Iqtidaar mein anay ke baad mulk ke ghareeb khandano ko congress salana 72 hazaar rupiye degi",0.0, حانومانتھ راؤ نے کہا کہ ریاست میں کانگریس صدر راہول گاندھی کے جلسہ کامیاب ہونگے ، کیوںکہ پارٹی اقتدار میں آنے کے بعد ملک کے غریب خاندانوں کو کانگریس سالانہ 72 ہزار روپے دے گی ,1
Allah kare pak ma b koi mard hukamran ae Jo koom ki betion ki hefazt kary,0.0, اللہ کرے پاک میں بھی کوئی مرد حکمران اے جو قوم کی بیٹیوں کی حفاظت کرے ,1
Saudi shehri par ilzaam tha ke is ney Security hakkaam ko matloob apni behan ko chupaya aur woh Security ahal karon par fayrng mein bhi mulawis raha hai,0.0, سعودی شہری پر الزام تھا کہ اس نے سکیورٹی حکام کو مطلوب اپنی بہن کو چھپایا اور وہ سکیورٹی اہل کاروں پر فائرنگ میں بھی ملوث رہا ہے ,1
"Sholon Pe Chalna Tha
Kaanto Pe Sona Tha
Aur Abhi Ji Bharke
Kismat Pe Rona Tha
Jaane Aise Kitne
Baki Chhodke Kaam
Ho Main Chala Main Chala
Main Shaayar Badnaam",0.0, شعلوں پہ چلنا تھا کانٹوں پہ سونا تھا اور ابھی جی بڑھکے قسمت پہ رونا تھا جانے ایسے کتنے باقی چھوڑکےکام ہو میں چلا میں چلا میں شاعر بدنام ,1
"--FEMALE--
(Love love love, la la la love love love, hey love love)",0.0, --فیمیل-- ( لو لو لو ، لا لا لا لو لو لو ، ہے لو لو ) ,1
Parhogayy nahi toh hamari shaadi kesayy ho gi ?? 13 years old girl motivating their boyfriends.,0.0, پڑھوگے نہیں تو ہماری شادی کیسے ہو گی ؟ ؟ 13 ایئرز اولڈ گرل موٹیویٹنگ دیئر بوائےفرینڈز . ,1
"Misar: Alaa aur Gamal Mubarak ki giraftari, judge ko hataane ki darkhwast Manzoor",0.0, مصر : اعلیٰ اور جامال مبارک کی گرفتاری ، جج کو ہٹانے کی درخواست منظور ,1
Hahahaha the most irrerating one is door bell,0.0, ہا ہا ہا ہا دی موسٹ اریٹیٹنگ ون از ڈور بیل ,1
Khalid ne tweet kya ke unhon ne Police tahaffuz talabb kya hai,0.0, خالد نے ٹوئیٹ کیا کہ انہوں نے پولیس تحفظ طلب کیا ہے ,1
